Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
4.0,10.0,3.0,37.06983300271827,354.0,No,29.33997185020387,414.08020413813455,Good,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
5.0,12.0,3.0,26.896191388488614,356.0,No,272.51567955278404,210.9044964355544,Good,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
4.0,10.0,4.0,33.83543486558493,357.0,No,250.8469443418826,232.5732316464558,Good,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
4.0,10.0,4.0,23.51955858023476,358.0,No,34.79007069757022,408.6301052907682,Good,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
4.0,10.0,4.0,32.11663976853582,358.0,No,48.48544250926531,404.9347334790731,Standard,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
4.0,7.0,4.0,38.523296088350094,360.0,No,60.065502161079685,377.28331169270257,Standard,Good,High_spent_Medium_value_payments,25.0,28337.76,0.0,5.0,1.0,1.0,2000.1702689880465,2.23,680.16,152.1375550236154
7.0,12.0,0.0,30.918580586083287,198.0,NM,288.45411361376597,1068.2516901887975,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
7.0,11.0,0.0,37.1988235139755,198.0,No,95.65732372317534,1241.0484800793884,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
7.0,13.0,0.0,32.316181000080164,199.0,NM,388.2923091741262,958.4134946284373,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
6.0,13.0,0.0,38.999470970574,200.0,No,695.1536222847003,671.5521815178632,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
7.0,14.0,0.0,41.08727094450222,201.0,No,357.5423692596328,999.1634345429308,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
7.0,13.0,0.0,37.25004990213792,202.0,No,487.86943353548133,888.8363702670822,Standard,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
3.0,13.0,0.0,30.257976891555614,203.0,No,184.67024927178863,1152.035554530775,Good,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
7.0,13.0,0.0,32.07810625808084,203.0,NM,201.5049538154393,1135.2008499871245,Good,Standard,High_spent_Large_value_payments,49.0,140606.8,6.0,6.0,7.0,1.0,11876.233333333332,7.39,489.29,90.9175295307696
16.0,22.0,2.0,26.758673700110407,308.0,Yes,225.26334716473625,285.74016580599397,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
17.0,20.0,2.0,26.4153152824692,309.0,Yes,63.12858578895221,407.8749271817781,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
12.0,23.0,2.0,29.886066484544774,310.0,Yes,331.44551476860124,179.55799820212906,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
18.0,20.0,2.0,23.05982668022953,310.0,Yes,178.57655581646176,312.4269571542685,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
16.0,20.0,2.0,28.925781866539054,312.0,NM,126.72508724488137,364.2784257258488,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
16.0,20.0,2.0,34.515500251443385,313.0,NM,285.71979311991925,225.28371985081105,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
16.0,20.0,2.0,27.93395239684554,314.0,Yes,178.57655581646176,294.61339946426267,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
18.0,21.0,2.0,39.12448560266444,315.0,Yes,173.5027151622321,307.5007978084982,Standard,Standard,Low_spent_Large_value_payments,29.0,28550.84,7.0,3.0,12.0,2.0,2654.2366666666667,1.86,57.85,44.42015369593639
3.0,1.0,0.0,30.193095901444345,243.0,No,304.89480772772094,549.3265888865242,Standard,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
3.0,3.0,2.0,35.506290027316545,244.0,No,339.4131084875563,594.4626964906382,Standard,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
0.0,3.0,2.0,27.492640136489747,245.0,No,193.2422208091924,640.9791758050527,Standard,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
3.0,2.0,2.0,32.8204650397227,246.0,No,339.4131084875563,646.1445212584161,Good,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
3.0,3.0,2.0,37.17292816879539,247.0,No,403.52452785413686,450.6968687601081,Good,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
3.0,0.0,2.0,30.032915156019502,248.0,No,159.66601324564832,654.5553833685967,Good,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
3.0,2.0,2.0,26.793107099423967,249.0,No,373.9314092473917,470.2899873668534,Good,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
4.0,2.0,2.0,29.00801723203081,250.0,No,467.8592101051948,396.3621865090502,Good,Good,High_spent_Large_value_payments,20.0,81609.78,5.0,4.0,2.0,3.0,7084.815,6.94,102.02,134.26010338575497
6.0,19.0,8.0,29.062319762909727,163.0,Yes,153.60932868519984,163.2753306720826,Standard,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
3.0,16.0,8.0,30.90881393971553,164.0,Yes,163.8229077252637,320.8966682326605,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,16.0,8.0,37.488188354917895,164.0,Yes,148.70469880151924,346.01487715640496,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,13.0,8.0,27.869439699617462,166.0,Yes,88.9024124065033,375.81716355142095,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,16.0,8.0,27.788880285631087,167.0,Yes,153.60932868519984,341.1102472727244,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
10.0,15.0,8.0,24.408640859017325,168.0,Yes,192.06655342788707,272.6530225300371,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,17.0,8.0,34.90827830886288,169.0,Yes,40.283601689017054,414.43597426890716,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,16.0,8.0,28.09663215714271,170.0,NM,257.606357719907,217.11321823801723,Poor,Standard,High_spent_Medium_value_payments,33.0,63563.88,8.0,7.0,17.0,7.0,5272.99,18.45,2624.3,312.57942404207574
6.0,10.0,2.0,36.71110818053104,286.0,Yes,151.66224179500603,578.2920680482742,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
12.0,10.0,6.0,41.565728724360206,287.0,Yes,162.5448676029383,547.4094422403421,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,10.0,6.0,37.90803255804968,288.0,Yes,319.9563946988895,399.9979151443908,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,10.0,6.0,33.281164921500576,289.0,Yes,257.64238240461293,462.3119274386674,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,10.0,6.0,35.25166019585178,290.0,Yes,79.98200295938516,619.972306883895,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,13.0,6.0,30.869675438452575,291.0,Yes,464.9463299370877,285.00797990619265,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,10.0,6.0,28.721969845381352,292.0,Yes,204.4089429329493,535.5453669103309,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
11.0,10.0,6.0,36.66469813725525,292.0,NM,399.28920582406,350.6651040192203,Standard,Standard,High_spent_Small_value_payments,25.0,55263.82,4.0,3.0,7.0,1.0,4881.318333333334,13.76,1051.33,28.177523490053115
9.0,11.0,0.0,30.105651304248497,212.0,No,141.4345481067116,617.7951285742163,Standard,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,11.0,0.0,23.780051973419088,213.0,No,382.3275244717585,406.9021522091693,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,11.0,0.0,40.60274979900864,214.0,No,235.30334021924847,533.9263364616793,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,11.0,0.0,37.18519547649873,215.0,No,316.13078655490835,473.09889012601934,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,11.0,0.0,39.34256487317335,216.0,No,467.04358146673303,312.1860952141948,Standard,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,12.0,2.0,32.20326493989613,217.0,No,291.7631174183396,477.46655926258825,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
5.0,14.0,2.0,28.783099130801222,218.0,No,94.76830403725114,664.4613726436768,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
9.0,11.0,2.0,27.820281488944,219.0,No,156.64274866429653,602.5869280166312,Good,Good,High_spent_Large_value_payments,21.0,86584.74,5.0,5.0,9.0,3.0,7228.395,2.93,19.36,203.60982331907215
1.0,10.0,3.0,23.93815880600585,194.0,No,74.30708470482044,426.575752162436,Good,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,10.0,3.0,32.68616691636808,195.0,No,111.05756926276244,347.13862559005514,Good,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,10.0,3.0,29.60356753875649,196.0,No,111.05756926276244,409.55525601872193,Standard,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,13.0,3.0,25.336731064183308,197.0,No,80.6557624071859,410.22707446007047,Good,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,10.0,3.0,32.86580344379113,198.0,No,226.46514077505032,284.41769609220614,Good,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,13.0,3.0,25.678659291873533,199.0,No,86.17452031859324,404.7083165486631,Good,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
6.0,9.0,3.0,29.596524189773863,199.0,No,412.71058758276166,128.17224928449465,Standard,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
1.0,10.0,3.0,32.60578734388445,201.0,No,135.94061820693165,384.9422186603247,Standard,Good,High_spent_Medium_value_payments,43.0,37760.22,3.0,4.0,3.0,3.0,3393.685,11.6,821.1,88.48566313274367
22.0,10.0,3.0,39.8438073093506,302.0,No,411.74002499277276,992.5469750072273,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,3.0,35.176709441365986,303.0,NM,506.59141139530783,907.6955886046919,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,3.0,31.928242144595927,304.0,No,568.6229257794092,845.6640742205908,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,3.0,37.15663090042261,305.0,No,710.8388322458393,723.4481677541607,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
25.0,10.0,3.0,42.702136373687246,306.0,No,209.263421917176,1205.0235780828239,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,3.0,28.69347467973126,307.0,NM,969.7324794302008,474.5545205697992,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,8.0,42.19686536584525,307.0,No,879.2832392505051,555.003760749495,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
22.0,10.0,8.0,46.21769845050471,309.0,No,286.86377159056525,1107.4232284094348,Poor,Good,High_spent_Small_value_payments,19.0,135178.44,0.0,6.0,6.0,0.0,11542.87,6.27,1024.39,0.0
23.0,19.0,10.0,35.69261647803207,190.0,Yes,193.11558641677865,201.72022971269055,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
22.0,15.0,10.0,30.79341609180433,191.0,Yes,146.9477261426791,247.8880899867902,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
23.0,18.0,10.0,27.197421387567356,192.0,Yes,123.83746166283987,270.9983544666294,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
23.0,21.0,10.0,27.550289832033577,193.0,Yes,152.1467433978024,242.68907273166684,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
23.0,18.0,10.0,39.589849044319095,194.0,Yes,67.23194599683387,307.6038701326354,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
28.0,18.0,10.0,35.30626250908833,195.0,Yes,138.9147550615562,255.92106106791303,Poor,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
23.0,18.0,10.0,38.18647214296141,196.0,Yes,31.471281593928612,313.3645345355406,Standard,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
23.0,15.0,12.0,27.14851877053768,196.0,Yes,49.6947288227872,305.14108730668204,Standard,Bad,Low_spent_Small_value_payments,32.0,20558.68,10.0,7.0,25.0,5.0,1899.223333333333,9.25,2079.91,85.08651720386409
29.0,9.0,9.0,22.10467933981442,95.0,Yes,143.5134959346889,244.00519451817982,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,30.04567147519897,96.0,Yes,119.85003466441873,267.66865578845,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,26.73801624244945,97.0,Yes,44.94593736128415,302.57275309158456,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,36.298838101831954,98.0,Yes,30.76805742913547,326.75063302373326,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,25.843279991457354,99.0,Yes,124.27983786515276,263.23885258771594,Standard,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,26.402682005155874,100.0,Yes,67.16112022754028,243.9048291055177,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,28.215698293470822,101.0,NM,58.326385043533755,329.19230540933495,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
24.0,9.0,14.0,36.888476941612026,102.0,NM,67.16112022754028,310.35757022532835,Poor,Standard,Low_spent_Small_value_payments,34.0,10329.855,4.0,8.0,24.0,2.0,1121.82125,17.08,2549.63,14.6634345471313
3.0,9.0,4.0,36.009830421594536,380.0,No,160.06016122106791,907.6282999359728,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
7.0,9.0,4.0,31.3448857585175,381.0,No,654.1750528822657,433.5134082747748,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
3.0,13.0,4.0,30.89755923303555,381.0,No,241.12299130762676,826.5654698494137,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
3.0,10.0,4.0,35.83769919266938,383.0,No,878.9338923124094,218.7545688446312,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
6.0,11.0,4.0,25.46474810415477,384.0,No,231.74948044697172,845.9389807100688,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
3.0,10.0,4.0,30.978454589976582,385.0,No,294.88756964441905,772.8008915126214,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
3.0,10.0,4.0,38.87463173334034,386.0,NM,327.9828078186016,729.705653338439,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
3.0,8.0,4.0,42.43479325634086,387.0,No,65.48515410494971,982.2033070520907,Standard,Good,High_spent_Small_value_payments,39.0,107991.54,1.0,3.0,1.0,1.0,8763.295,7.4,1163.93,68.64103884295949
36.0,17.0,6.0,40.16037892469246,163.0,Yes,77.07163090410923,305.39347841994174,Poor,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
39.0,17.0,6.0,29.555500271582414,164.0,Yes,116.1851849242348,266.2799243998162,Poor,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
36.0,17.0,6.0,32.81901596222424,165.0,Yes,115.48043877542669,266.9846705486243,Poor,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
41.0,17.0,6.0,28.13227207915041,166.0,Yes,74.79496194299831,307.6701473810527,Poor,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
36.0,17.0,6.0,33.086218269483425,167.0,Yes,77.07163090410923,254.1935167454906,Poor,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
31.0,20.0,10.0,39.9422703928276,168.0,Yes,108.9735335365107,263.49157578754034,Standard,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
36.0,17.0,10.0,23.78654576035677,169.0,Yes,69.11605954354158,303.34904978050946,Standard,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
36.0,17.0,10.0,40.34212830338072,170.0,Yes,65.45909226303553,287.0060170610155,Standard,Bad,Low_spent_Small_value_payments,36.0,15279.43,8.0,9.0,23.0,5.0,1254.2858333333334,1.26,2308.25,32.96347400928233
62.0,9.0,6.0,37.08388484864816,159.0,Yes,56.96175518402237,404.4358865871437,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,9.0,6.0,23.73443930718161,159.0,Yes,74.19395467015302,373.2039958400682,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,10.0,6.0,33.00489034090509,160.0,Yes,74.19395467015302,166.6105448545083,Standard,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,10.0,6.0,32.23736613557341,161.0,Yes,74.19395467015302,393.697875526718,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,13.0,6.0,36.24484784079497,162.0,Yes,73.59477677180199,397.80286499936403,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,10.0,6.0,26.187426053404675,163.0,Yes,83.54331559218811,377.85432617897794,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,10.0,6.0,33.863325859298875,164.0,Yes,74.19395467015302,397.203687101013,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
62.0,10.0,10.0,31.40318271676421,165.0,Yes,79.04346465335877,382.3541771178072,Poor,Standard,High_spent_Medium_value_payments,33.0,38299.84,8.0,8.0,29.0,7.0,3461.653333333333,13.58,1512.31,124.76769156216731
25.0,11.0,3.0,35.02552549544547,313.0,Yes,308.5895932313092,497.7809694825844,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,8.0,3.0,30.62776554756115,314.0,Yes,99.41480706386145,666.9557556500323,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,10.0,3.0,32.969124798349306,315.0,NM,247.68614384026336,509.83945580754914,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,10.0,3.0,37.16542474853758,316.0,Yes,196.0506002913657,580.3199624225279,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,10.0,3.0,31.355624468867624,317.0,NM,314.84768091951753,501.5228817943761,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,10.0,3.0,28.870496043845343,318.0,Yes,239.6062150520787,546.7643476618149,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,10.0,3.0,24.62417968412439,319.0,Yes,247.68614384026336,548.6844188736302,Standard,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
25.0,13.0,3.0,33.266728732399095,320.0,Yes,292.54202672756213,523.8285359863314,Poor,Standard,Low_spent_Small_value_payments,30.0,73052.94,4.0,4.0,14.0,2.0,5909.745,1.93,583.73,64.60393728610639
20.0,12.0,7.0,31.24516161533752,178.0,Yes,252.74245627659786,316.9965233153611,Standard,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102
19.0,14.0,7.0,37.72499498559165,178.0,Yes,116.56973569823447,410.5662381168654,Standard,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102
20.0,13.0,7.0,30.27122647079877,179.0,Yes,116.56973569823447,434.0724123809677,Standard,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102
20.0,13.0,11.0,30.89896086608339,180.0,Yes,129.23284363383357,410.50613595812536,Standard,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102
20.0,13.0,11.0,36.93617273894687,181.0,Yes,390.25738914797887,179.48159044398002,Standard,Standard,High_spent_Medium_value_payments,46.0,42331.14,6.0,5.0,9.0,2.0,3280.595,16.48,1288.78,48.32052040804102
